transaction_id,user_id,transaction_date,transaction_year,transaction_month,merchant,category,amount,is_debit,status,state,account_type,acquisition_channel,risk_segment
T003142,U0271,2023-02-20,2023,2023-02,zelle,transfer,980.34,1,completed,az,savings,organic,high_risk
T003143,U0437,2023-06-28,2023,2023-06,spotify,entertainment,381.57,1,completed,ma,premium,paid_social,low_risk
T003144,U0422,2024-11-16,2024,2024-11,espn+,entertainment,296.31,1,completed,ca,savings,paid_search,low_risk
T003145,U0076,2024-04-01,2024,2024-04,apple store,shopping,403.89,1,completed,tx,premium,paid_search,medium_risk
T003146,U0163,2024-03-17,2024,2024-03,walgreens,healthcare,424.36,1,pending,ca,premium,paid_social,medium_risk
T003147,U0136,2023-08-08,2023,2023-08,delta airlines,travel,234.7,1,completed,il,checking,influencer,low_risk
T003148,U0272,2023-04-02,2023,2023-04,delta airlines,travel,206.55,1,completed,ga,premium,referral,medium_risk
T003149,U0278,2023-04-08,2023,2023-04,chipotle,food & dining,425.11,1,pending,ga,savings,organic,low_risk
T003150,U0396,2024-01-14,2024,2024-01,target,shopping,342.8,1,completed,tx,premium,organic,medium_risk
T003151,U0167,2023-04-25,2023,2023-04,paypal,transfer,185.33,1,completed,co,checking,influencer,medium_risk
T003152,U0296,2024-05-30,2024,2024-05,uber eats,food & dining,313.73,1,pending,fl,savings,influencer,medium_risk
T003153,U0476,2024-07-13,2024,2024-07,starbucks,food & dining,464.18,1,completed,wa,premium,paid_social,low_risk
T003154,U0366,2023-05-22,2023,2023-05,cigna,healthcare,82.04,1,completed,ny,premium,paid_search,medium_risk
T003155,U0223,2024-06-09,2024,2024-06,t-mobile,utilities,369.25,1,completed,tx,checking,paid_search,low_risk
T003156,U0005,2024-01-18,2024,2024-01,bank transfer,transfer,886.58,1,completed,ga,savings,referral,medium_risk
T003157,U0126,2023-01-27,2023,2023-01,delta airlines,travel,131.23,1,completed,az,premium,organic,medium_risk
T003158,U0148,2024-04-29,2024,2024-04,zelle,transfer,1339.84,1,completed,az,premium,paid_search,medium_risk
T003159,U0411,2024-01-25,2024,2024-01,airbnb,travel,282.59,1,completed,ma,savings,paid_search,low_risk
T003160,U0163,2024-10-25,2024,2024-10,employer direct deposit,income,5675.89,0,pending,ca,premium,paid_social,medium_risk
T003161,U0215,2023-10-04,2023,2023-10,bank transfer,transfer,1587.1,1,completed,ga,savings,paid_social,low_risk
T003162,U0272,2024-05-31,2024,2024-05,venmo transfer,income,2053.06,0,completed,ga,premium,referral,medium_risk
T003163,U0240,2024-11-17,2024,2024-11,venmo transfer,income,7511.5,0,completed,ma,premium,paid_social,low_risk
T003164,U0404,2023-02-14,2023,2023-02,chipotle,food & dining,295.24,1,completed,wa,checking,paid_social,medium_risk
T003165,U0326,2023-04-01,2023,2023-04,walmart,shopping,395.48,1,completed,az,checking,paid_social,low_risk
T003166,U0254,2023-02-15,2023,2023-02,national grid,utilities,248.19,1,completed,fl,checking,paid_search,medium_risk
T003167,U0269,2024-05-14,2024,2024-05,spotify,entertainment,143.49,1,completed,az,premium,influencer,medium_risk
T003168,U0496,2024-01-22,2024,2024-01,steam,entertainment,178.31,1,completed,ny,checking,influencer,medium_risk
T003169,U0291,2024-11-05,2024,2024-11,bank transfer,transfer,1346.66,1,completed,tx,premium,organic,low_risk
T003170,U0498,2024-09-11,2024,2024-09,cvs pharmacy,healthcare,463.26,1,completed,ga,savings,influencer,low_risk
T003171,U0084,2024-01-21,2024,2024-01,cigna,healthcare,193.1,1,completed,ma,premium,referral,medium_risk
T003172,U0289,2024-03-15,2024,2024-03,cigna,healthcare,14.76,1,completed,co,savings,referral,low_risk
T003173,U0121,2023-03-08,2023,2023-03,walgreens,healthcare,223.09,1,completed,az,savings,paid_search,medium_risk
T003175,U0163,2023-09-06,2023,2023-09,t-mobile,utilities,413.11,1,completed,ca,premium,paid_social,medium_risk
T003176,U0146,2024-05-29,2024,2024-05,delta airlines,travel,483.9,1,pending,wa,savings,referral,low_risk
T003177,U0291,2024-07-01,2024,2024-07,steam,entertainment,201.27,1,completed,tx,premium,organic,low_risk
T003178,U0149,2023-02-12,2023,2023-02,espn+,entertainment,440.41,1,completed,il,checking,paid_search,low_risk
T003180,U0066,2024-08-12,2024,2024-08,bank transfer,transfer,154.94,1,completed,ca,savings,influencer,medium_risk
T003182,U0302,2023-09-12,2023,2023-09,apple store,shopping,180.16,1,completed,az,savings,influencer,low_risk
T003183,U0234,2024-02-22,2024,2024-02,airbnb,travel,55.76,1,completed,ca,savings,paid_search,low_risk
T003184,U0373,2023-12-16,2023,2023-12,employer direct deposit,income,2306.06,0,completed,ga,savings,organic,medium_risk
T003185,U0047,2024-07-23,2024,2024-07,zocdoc,healthcare,256.5,1,completed,ma,savings,paid_search,low_risk
T003186,U0065,2024-01-04,2024,2024-01,mcdonalds,food & dining,453.4,1,completed,wa,savings,paid_social,low_risk
T003187,U0497,2023-05-29,2023,2023-05,one medical,healthcare,132.57,1,completed,fl,checking,organic,medium_risk
T003188,U0461,2024-10-27,2024,2024-10,freelance payment,income,1220.96,0,completed,co,premium,referral,medium_risk
T003189,U0225,2023-01-29,2023,2023-01,zocdoc,healthcare,394.27,1,completed,wa,premium,influencer,medium_risk
T003190,U0196,2024-05-10,2024,2024-05,nike,shopping,448.49,1,pending,wa,savings,paid_search,medium_risk
T003191,U0317,2023-05-10,2023,2023-05,apple store,shopping,350.7,1,completed,ny,premium,organic,low_risk
T003192,U0457,2024-07-08,2024,2024-07,uber eats,food & dining,478.3,1,completed,fl,checking,organic,medium_risk
T003193,U0127,2024-07-18,2024,2024-07,freelance payment,income,2018.22,0,completed,az,premium,organic,medium_risk
T003195,U0075,2024-09-29,2024,2024-09,steam,entertainment,93.98,1,completed,ca,savings,referral,low_risk
T003196,U0298,2024-07-13,2024,2024-07,freelance payment,income,3955.3,0,completed,il,checking,organic,low_risk
T003197,U0251,2024-02-10,2024,2024-02,espn+,entertainment,348.85,1,completed,ma,savings,organic,medium_risk
T003198,U0032,2024-01-26,2024,2024-01,cigna,healthcare,284.48,1,completed,ga,premium,organic,medium_risk
T003200,U0408,2023-05-08,2023,2023-05,starbucks,food & dining,307.62,1,completed,ny,checking,influencer,medium_risk
T003202,U0456,2024-12-12,2024,2024-12,amc theatres,entertainment,24.16,1,completed,wa,checking,organic,low_risk
T003203,U0395,2024-03-08,2024,2024-03,venmo,transfer,1371.88,1,completed,az,savings,paid_search,low_risk
T003204,U0234,2024-03-07,2024,2024-03,employer direct deposit,income,3200.72,0,completed,ca,savings,paid_search,low_risk
T003205,U0456,2024-06-11,2024,2024-06,delta airlines,travel,290.48,1,completed,wa,checking,organic,low_risk
T003206,U0210,2024-05-12,2024,2024-05,doordash,food & dining,5.82,1,completed,ma,premium,referral,medium_risk
T003207,U0331,2023-11-02,2023,2023-11,walgreens,healthcare,266.12,1,completed,ma,premium,paid_social,medium_risk
T003209,U0402,2024-09-20,2024,2024-09,cigna,healthcare,218.58,1,completed,il,premium,referral,low_risk
T003210,U0321,2024-03-22,2024,2024-03,chipotle,food & dining,132.54,1,completed,ny,premium,referral,high_risk
T003211,U0292,2024-03-09,2024,2024-03,zocdoc,healthcare,432.86,1,completed,co,premium,paid_search,medium_risk
T003212,U0462,2024-07-04,2024,2024-07,zelle,transfer,1787.08,1,completed,il,savings,organic,low_risk
T003213,U0168,2023-08-15,2023,2023-08,zocdoc,healthcare,97.76,1,completed,tx,checking,influencer,medium_risk
T003214,U0416,2023-05-14,2023,2023-05,doordash,food & dining,122.77,1,completed,wa,savings,referral,low_risk
T003215,U0192,2024-01-26,2024,2024-01,one medical,healthcare,392.07,1,completed,wa,savings,organic,low_risk
T003216,U0040,2023-12-11,2023,2023-12,lyft,travel,350.9,1,completed,fl,checking,paid_social,low_risk
T003217,U0103,2023-12-09,2023,2023-12,venmo transfer,income,5225.55,0,completed,ny,savings,influencer,medium_risk
T003218,U0390,2024-12-12,2024,2024-12,starbucks,food & dining,466.09,1,completed,tx,premium,paid_search,medium_risk
T003219,U0188,2023-06-29,2023,2023-06,delta airlines,travel,77.77,1,completed,az,savings,paid_search,low_risk
T003220,U0338,2024-05-04,2024,2024-05,cash app,transfer,1394.02,1,completed,fl,savings,influencer,medium_risk
T003221,U0192,2023-11-20,2023,2023-11,employer direct deposit,income,5292.91,0,completed,wa,savings,organic,low_risk
T003223,U0354,2024-05-30,2024,2024-05,walmart,shopping,408.01,1,completed,fl,savings,organic,low_risk
T003226,U0109,2024-07-26,2024,2024-07,cash app,transfer,273.15,1,completed,ma,checking,referral,medium_risk
T003227,U0460,2024-09-01,2024,2024-09,marriott,travel,441.47,1,completed,ca,premium,referral,low_risk
T003228,U0070,2024-04-01,2024,2024-04,chipotle,food & dining,69.19,1,completed,ga,checking,influencer,low_risk
T003229,U0161,2024-10-15,2024,2024-10,walgreens,healthcare,406.37,1,completed,fl,savings,referral,medium_risk
T003230,U0444,2023-02-24,2023,2023-02,target,shopping,103.54,1,completed,co,premium,organic,medium_risk
T003231,U0439,2023-08-22,2023,2023-08,zelle,transfer,871.57,1,completed,az,premium,referral,low_risk
T003232,U0362,2023-02-19,2023,2023-02,venmo transfer,income,4228.43,0,completed,ca,savings,organic,low_risk
T003233,U0042,2023-09-29,2023,2023-09,uber,travel,474.1,1,completed,ca,checking,organic,low_risk
T003234,U0315,2024-11-18,2024,2024-11,delta airlines,travel,279.63,1,completed,ca,savings,influencer,medium_risk
T003236,U0051,2023-02-02,2023,2023-02,cvs pharmacy,healthcare,338.56,1,completed,co,premium,organic,medium_risk
T003237,U0277,2023-10-20,2023,2023-10,zocdoc,healthcare,326.8,1,completed,tx,premium,organic,medium_risk
T003238,U0378,2023-03-20,2023,2023-03,airbnb,travel,57.48,1,pending,az,savings,paid_social,low_risk
T003239,U0480,2023-10-20,2023,2023-10,lyft,travel,385.34,1,completed,co,checking,paid_search,medium_risk
T003240,U0010,2023-03-28,2023,2023-03,bank transfer,transfer,912.49,1,pending,ny,premium,paid_social,medium_risk
T003241,U0278,2023-09-06,2023,2023-09,employer direct deposit,income,5651.49,0,completed,ga,savings,organic,low_risk
T003242,U0215,2023-06-23,2023,2023-06,lyft,travel,17.29,1,completed,ga,savings,paid_social,low_risk
T003243,U0445,2023-06-23,2023,2023-06,venmo transfer,income,6737.53,0,completed,fl,premium,paid_social,medium_risk
T003244,U0029,2024-11-01,2024,2024-11,comcast,utilities,272.37,1,completed,ca,premium,paid_social,medium_risk
T003245,U0257,2024-02-01,2024,2024-02,apple store,shopping,481.23,1,completed,fl,premium,referral,medium_risk
T003246,U0433,2024-10-12,2024,2024-10,zocdoc,healthcare,98.79,1,completed,tx,savings,influencer,medium_risk
T003247,U0339,2024-07-12,2024,2024-07,steam,entertainment,252.51,1,completed,fl,premium,referral,medium_risk
T003248,U0161,2023-08-24,2023,2023-08,steam,entertainment,440.79,1,completed,fl,savings,referral,medium_risk
T003249,U0411,2023-03-12,2023,2023-03,apple store,shopping,358.15,1,completed,ma,savings,paid_search,low_risk
T003250,U0147,2023-10-21,2023,2023-10,bank transfer,transfer,1038.09,1,completed,wa,savings,referral,low_risk
T003251,U0481,2023-06-26,2023,2023-06,freelance payment,income,2951.98,0,completed,il,savings,influencer,medium_risk
T003252,U0038,2023-09-26,2023,2023-09,con edison,utilities,214.89,1,completed,ga,premium,referral,low_risk
T003253,U0356,2024-01-06,2024,2024-01,espn+,entertainment,344.84,1,completed,az,premium,organic,medium_risk
T003254,U0463,2024-12-22,2024,2024-12,amc theatres,entertainment,392.57,1,completed,az,checking,influencer,low_risk
T003255,U0348,2024-10-21,2024,2024-10,at&t,utilities,298.69,1,completed,ma,checking,paid_social,medium_risk
T003256,U0066,2024-06-08,2024,2024-06,bank transfer,transfer,1328.92,1,completed,ca,savings,influencer,medium_risk
T003259,U0449,2024-12-20,2024,2024-12,bank transfer,transfer,283.03,1,completed,wa,premium,paid_social,low_risk
T003260,U0012,2024-11-28,2024,2024-11,one medical,healthcare,70.49,1,completed,fl,savings,organic,high_risk
T003261,U0211,2024-09-04,2024,2024-09,starbucks,food & dining,271.14,1,pending,tx,premium,influencer,medium_risk
T003262,U0360,2023-10-02,2023,2023-10,walgreens,healthcare,67.84,1,completed,ga,premium,influencer,medium_risk
T003263,U0033,2024-04-05,2024,2024-04,espn+,entertainment,83.04,1,completed,ca,checking,paid_social,medium_risk
T003264,U0138,2023-04-26,2023,2023-04,target,shopping,492.69,1,completed,az,premium,paid_search,medium_risk
T003265,U0076,2024-02-06,2024,2024-02,venmo,transfer,1841.5,1,completed,tx,premium,paid_search,medium_risk
T003266,U0279,2024-06-13,2024,2024-06,spotify,entertainment,433.73,1,pending,ma,premium,organic,medium_risk
T003267,U0297,2023-05-30,2023,2023-05,spotify,entertainment,62.32,1,completed,wa,checking,referral,medium_risk
T003268,U0041,2023-08-24,2023,2023-08,mcdonalds,food & dining,89.51,1,completed,fl,premium,referral,low_risk
T003269,U0121,2024-01-31,2024,2024-01,apple store,shopping,231.73,1,completed,az,savings,paid_search,medium_risk
T003270,U0305,2024-06-04,2024,2024-06,starbucks,food & dining,420.95,1,completed,ny,savings,organic,low_risk
T003271,U0495,2023-05-05,2023,2023-05,cash app,transfer,42.18,1,completed,ma,checking,influencer,medium_risk
T003272,U0297,2024-01-17,2024,2024-01,walgreens,healthcare,193.09,1,completed,wa,checking,referral,medium_risk
T003273,U0318,2024-07-20,2024,2024-07,mcdonalds,food & dining,146.1,1,completed,ma,savings,influencer,low_risk
T003274,U0344,2024-08-26,2024,2024-08,netflix,entertainment,256.15,1,completed,ga,checking,paid_social,medium_risk
T003275,U0424,2024-03-07,2024,2024-03,zelle,transfer,1570.42,1,completed,ma,checking,paid_social,medium_risk
T003276,U0163,2023-11-19,2023,2023-11,airbnb,travel,156.05,1,completed,ca,premium,paid_social,medium_risk
T003277,U0470,2023-02-05,2023,2023-02,comcast,utilities,3.82,1,completed,wa,premium,referral,medium_risk
T003278,U0164,2024-02-18,2024,2024-02,doordash,food & dining,458.17,1,completed,co,checking,organic,medium_risk
T003279,U0081,2024-08-25,2024,2024-08,zocdoc,healthcare,190.84,1,completed,ny,savings,influencer,low_risk
T003280,U0034,2024-12-06,2024,2024-12,comcast,utilities,24.95,1,completed,fl,checking,referral,low_risk
T003281,U0026,2023-10-03,2023,2023-10,freelance payment,income,1644.19,0,completed,ga,savings,influencer,medium_risk
T003282,U0186,2023-11-03,2023,2023-11,freelance payment,income,7072.53,0,completed,wa,premium,organic,low_risk
T003283,U0373,2023-01-02,2023,2023-01,steam,entertainment,404.27,1,completed,ga,savings,organic,medium_risk
T003284,U0320,2024-09-20,2024,2024-09,nike,shopping,409.34,1,pending,ga,checking,organic,low_risk
T003285,U0207,2024-04-25,2024,2024-04,cigna,healthcare,22.89,1,completed,ma,savings,paid_social,medium_risk
T003286,U0157,2023-07-19,2023,2023-07,t-mobile,utilities,216.09,1,completed,il,savings,paid_search,medium_risk
T003287,U0058,2023-05-25,2023,2023-05,cigna,healthcare,190.2,1,completed,ca,checking,influencer,low_risk
T003288,U0126,2024-02-02,2024,2024-02,employer direct deposit,income,5248.53,0,completed,az,premium,organic,medium_risk
T003289,U0073,2024-03-19,2024,2024-03,espn+,entertainment,279.9,1,completed,il,checking,paid_social,medium_risk
T003290,U0428,2024-06-25,2024,2024-06,nike,shopping,497.51,1,completed,az,checking,referral,medium_risk
T003291,U0103,2023-03-16,2023,2023-03,bank transfer,transfer,740.89,1,completed,ny,savings,influencer,medium_risk
T003292,U0263,2024-01-07,2024,2024-01,employer direct deposit,income,4174.74,0,completed,co,savings,paid_social,medium_risk
T003293,U0495,2023-01-24,2023,2023-01,cash app,transfer,1392.56,1,completed,ma,checking,influencer,medium_risk
T003294,U0021,2023-05-16,2023,2023-05,starbucks,food & dining,216.94,1,completed,fl,premium,influencer,medium_risk
T003295,U0479,2024-10-08,2024,2024-10,national grid,utilities,261.94,1,completed,wa,savings,influencer,medium_risk
T003296,U0061,2023-01-16,2023,2023-01,lyft,travel,152.76,1,completed,ma,checking,influencer,medium_risk
T003297,U0490,2024-01-13,2024,2024-01,uber eats,food & dining,467.39,1,pending,ca,savings,paid_social,low_risk
T003299,U0355,2024-05-13,2024,2024-05,nike,shopping,229.55,1,completed,az,savings,organic,medium_risk
T003300,U0089,2023-10-31,2023,2023-10,lyft,travel,193.78,1,completed,ga,savings,organic,low_risk
T003301,U0126,2024-07-08,2024,2024-07,amazon,shopping,337.14,1,completed,az,premium,organic,medium_risk
T003302,U0220,2023-04-05,2023,2023-04,uber,travel,305.06,1,completed,ma,checking,referral,low_risk
T003303,U0287,2023-09-30,2023,2023-09,lyft,travel,90.16,1,completed,az,premium,paid_search,high_risk
T003304,U0450,2024-06-08,2024,2024-06,zelle,transfer,1183.52,1,completed,wa,premium,referral,low_risk
T003305,U0319,2023-09-30,2023,2023-09,zocdoc,healthcare,458.29,1,completed,co,premium,referral,medium_risk
T003306,U0216,2024-01-17,2024,2024-01,con edison,utilities,244.08,1,completed,ga,checking,influencer,low_risk
T003307,U0410,2024-06-01,2024,2024-06,national grid,utilities,64.96,1,completed,ga,savings,paid_social,medium_risk
T003308,U0337,2024-01-11,2024,2024-01,airbnb,travel,249.48,1,completed,az,checking,paid_search,medium_risk
T003309,U0359,2023-03-06,2023,2023-03,starbucks,food & dining,316.79,1,completed,ny,premium,paid_social,high_risk
T003310,U0117,2023-10-09,2023,2023-10,national grid,utilities,475.42,1,completed,ny,checking,referral,low_risk
T003311,U0147,2023-10-13,2023,2023-10,spotify,entertainment,424.11,1,completed,wa,savings,referral,low_risk
T003312,U0219,2023-06-16,2023,2023-06,marriott,travel,459.93,1,completed,ca,savings,organic,medium_risk
T003313,U0012,2023-03-01,2023,2023-03,cvs pharmacy,healthcare,46.3,1,completed,fl,savings,organic,high_risk
T003314,U0006,2024-12-06,2024,2024-12,airbnb,travel,132.39,1,completed,ca,checking,paid_search,high_risk
T003315,U0499,2024-03-05,2024,2024-03,target,shopping,38.1,1,pending,fl,savings,paid_social,low_risk
T003316,U0440,2024-05-08,2024,2024-05,comcast,utilities,34.82,1,completed,co,checking,influencer,medium_risk
T003318,U0351,2023-04-22,2023,2023-04,lyft,travel,490.57,1,completed,co,savings,influencer,low_risk
T003319,U0189,2024-03-13,2024,2024-03,at&t,utilities,42.27,1,completed,il,savings,paid_social,medium_risk
T003320,U0233,2024-03-27,2024,2024-03,at&t,utilities,28.51,1,completed,az,savings,referral,medium_risk
T003321,U0297,2023-02-03,2023,2023-02,netflix,entertainment,232.26,1,completed,wa,checking,referral,medium_risk
T003322,U0058,2023-01-05,2023,2023-01,comcast,utilities,478.58,1,completed,ca,checking,influencer,low_risk
T003323,U0215,2024-08-10,2024,2024-08,apple store,shopping,393.03,1,completed,ga,savings,paid_social,low_risk
T003324,U0012,2023-08-21,2023,2023-08,con edison,utilities,405.74,1,completed,fl,savings,organic,high_risk
T003325,U0313,2024-08-30,2024,2024-08,cash app,transfer,1119.56,1,completed,il,premium,paid_social,medium_risk
T003326,U0240,2023-05-15,2023,2023-05,freelance payment,income,5166.25,0,completed,ma,premium,paid_social,low_risk
T003327,U0190,2024-02-28,2024,2024-02,venmo,transfer,1675.94,1,completed,tx,savings,paid_search,low_risk
T003328,U0086,2023-07-27,2023,2023-07,lyft,travel,402.78,1,completed,fl,savings,paid_social,low_risk
T003329,U0074,2023-03-14,2023,2023-03,target,shopping,19.69,1,completed,ca,checking,paid_search,medium_risk
T003330,U0238,2024-07-28,2024,2024-07,uber,travel,332.67,1,completed,co,savings,paid_social,medium_risk
T003331,U0147,2024-04-24,2024,2024-04,delta airlines,travel,446.42,1,completed,wa,savings,referral,low_risk
T003332,U0039,2023-09-20,2023,2023-09,national grid,utilities,262.96,1,completed,il,savings,influencer,low_risk
T003333,U0166,2023-06-05,2023,2023-06,steam,entertainment,211.5,1,completed,wa,savings,organic,low_risk
T003334,U0037,2024-03-21,2024,2024-03,cigna,healthcare,21.38,1,completed,wa,premium,influencer,low_risk
T003335,U0301,2024-07-15,2024,2024-07,espn+,entertainment,111.08,1,completed,ma,checking,paid_search,low_risk
T003336,U0121,2024-07-08,2024,2024-07,zocdoc,healthcare,252.68,1,completed,az,savings,paid_search,medium_risk
T003338,U0358,2023-05-22,2023,2023-05,one medical,healthcare,271.02,1,completed,az,savings,referral,medium_risk
T003339,U0240,2024-03-30,2024,2024-03,doordash,food & dining,463.65,1,completed,ma,premium,paid_social,low_risk
T003340,U0445,2024-04-04,2024,2024-04,freelance payment,income,5339.12,0,completed,fl,premium,paid_social,medium_risk
T003341,U0128,2023-06-13,2023,2023-06,national grid,utilities,104.58,1,completed,tx,savings,referral,medium_risk
T003342,U0409,2023-02-04,2023,2023-02,uber eats,food & dining,271.34,1,completed,az,savings,influencer,low_risk
T003343,U0394,2023-02-13,2023,2023-02,comcast,utilities,247.71,1,completed,tx,checking,paid_search,medium_risk
T003344,U0458,2023-04-15,2023,2023-04,uber eats,food & dining,444.96,1,completed,fl,premium,referral,low_risk
T003345,U0343,2024-04-18,2024,2024-04,amazon,shopping,389.9,1,pending,co,savings,influencer,medium_risk
T003346,U0307,2024-12-04,2024,2024-12,apple store,shopping,11.51,1,completed,il,checking,paid_social,low_risk
T003347,U0484,2024-11-29,2024,2024-11,one medical,healthcare,195.75,1,completed,az,checking,organic,medium_risk
T003348,U0363,2024-10-11,2024,2024-10,airbnb,travel,13.85,1,completed,ny,premium,paid_social,low_risk
T003349,U0001,2023-11-19,2023,2023-11,at&t,utilities,409.15,1,pending,ny,checking,paid_social,low_risk
T003350,U0418,2023-01-01,2023,2023-01,target,shopping,446.7,1,completed,il,premium,paid_social,medium_risk
T003351,U0107,2023-11-18,2023,2023-11,lyft,travel,392.9,1,pending,az,checking,paid_search,low_risk
T003352,U0394,2023-01-11,2023,2023-01,comcast,utilities,80.64,1,completed,tx,checking,paid_search,medium_risk
T003353,U0106,2023-11-24,2023,2023-11,starbucks,food & dining,57.27,1,completed,az,checking,paid_search,low_risk
T003354,U0275,2024-11-01,2024,2024-11,uber,travel,343.82,1,completed,tx,premium,paid_search,low_risk
T003355,U0398,2023-12-14,2023,2023-12,bank transfer,transfer,83.34,1,completed,ny,checking,paid_social,low_risk
T003356,U0229,2024-03-29,2024,2024-03,venmo,transfer,1414.29,1,completed,az,savings,paid_social,medium_risk
T003357,U0070,2024-07-17,2024,2024-07,bank transfer,transfer,118.04,1,completed,ga,checking,influencer,low_risk
T003358,U0120,2023-08-25,2023,2023-08,comcast,utilities,333.88,1,completed,ma,savings,influencer,medium_risk
T003359,U0394,2024-02-07,2024,2024-02,starbucks,food & dining,145.35,1,completed,tx,checking,paid_search,medium_risk
T003360,U0078,2023-01-13,2023,2023-01,steam,entertainment,103.23,1,completed,tx,premium,organic,medium_risk
T003361,U0491,2023-10-12,2023,2023-10,amazon,shopping,175.41,1,pending,az,checking,organic,medium_risk
T003362,U0086,2023-02-16,2023,2023-02,amc theatres,entertainment,254.23,1,completed,fl,savings,paid_social,low_risk
T003363,U0421,2023-03-15,2023,2023-03,cvs pharmacy,healthcare,272.3,1,completed,co,checking,referral,low_risk
T003364,U0178,2024-10-31,2024,2024-10,target,shopping,169.73,1,completed,az,premium,referral,low_risk
T003365,U0435,2024-01-03,2024,2024-01,marriott,travel,174.36,1,completed,ga,premium,paid_search,medium_risk
T003366,U0110,2023-12-15,2023,2023-12,t-mobile,utilities,74.96,1,completed,ga,savings,organic,medium_risk
T003367,U0366,2023-03-02,2023,2023-03,amazon,shopping,204.96,1,completed,ny,premium,paid_search,medium_risk
T003368,U0126,2024-02-12,2024,2024-02,starbucks,food & dining,286.45,1,pending,az,premium,organic,medium_risk
T003369,U0023,2024-07-13,2024,2024-07,starbucks,food & dining,194.65,1,completed,ga,savings,organic,medium_risk
T003371,U0478,2023-08-12,2023,2023-08,walgreens,healthcare,331.78,1,completed,ga,premium,paid_social,high_risk
T003373,U0136,2023-01-03,2023,2023-01,netflix,entertainment,197.53,1,completed,il,checking,influencer,low_risk
T003374,U0010,2023-12-02,2023,2023-12,uber,travel,6.01,1,completed,ny,premium,paid_social,medium_risk
T003376,U0154,2023-05-14,2023,2023-05,con edison,utilities,449.62,1,completed,ny,savings,referral,medium_risk
T003377,U0027,2024-07-04,2024,2024-07,nike,shopping,128.88,1,completed,ny,premium,influencer,medium_risk
T003378,U0494,2024-12-20,2024,2024-12,marriott,travel,389.99,1,completed,ma,savings,paid_search,low_risk
T003379,U0441,2023-12-05,2023,2023-12,steam,entertainment,428.29,1,completed,ma,checking,referral,medium_risk
T003380,U0125,2023-02-10,2023,2023-02,uber eats,food & dining,322.29,1,completed,ma,premium,referral,medium_risk
T003381,U0319,2023-09-08,2023,2023-09,chipotle,food & dining,4.8,1,completed,co,premium,referral,medium_risk
T003382,U0377,2023-09-17,2023,2023-09,venmo transfer,income,2700.83,0,completed,il,savings,organic,medium_risk
T003383,U0410,2024-01-29,2024,2024-01,amazon,shopping,197.51,1,completed,ga,savings,paid_social,medium_risk
T003384,U0296,2023-01-07,2023,2023-01,marriott,travel,142.23,1,completed,fl,savings,influencer,medium_risk
T003386,U0428,2024-08-02,2024,2024-08,zelle,transfer,1724.19,1,completed,az,checking,referral,medium_risk
T003387,U0454,2023-06-21,2023,2023-06,freelance payment,income,3766.69,0,completed,ny,savings,paid_search,low_risk
T003388,U0322,2024-11-18,2024,2024-11,amc theatres,entertainment,402.45,1,completed,co,savings,influencer,low_risk
T003389,U0017,2024-04-13,2024,2024-04,mcdonalds,food & dining,186.28,1,completed,ga,checking,paid_social,low_risk
T003390,U0164,2024-04-18,2024,2024-04,walmart,shopping,491.69,1,completed,co,checking,organic,medium_risk
T003391,U0422,2024-03-31,2024,2024-03,delta airlines,travel,59.04,1,completed,ca,savings,paid_search,low_risk
T003392,U0133,2024-07-17,2024,2024-07,airbnb,travel,5.05,1,completed,ca,checking,referral,medium_risk
T003393,U0311,2024-10-24,2024,2024-10,delta airlines,travel,398.04,1,completed,ny,checking,paid_search,low_risk
T003394,U0227,2023-12-28,2023,2023-12,delta airlines,travel,453.64,1,completed,wa,savings,paid_social,medium_risk
T003395,U0091,2024-08-09,2024,2024-08,apple store,shopping,455.11,1,completed,ma,savings,paid_social,medium_risk
T003396,U0048,2023-04-07,2023,2023-04,t-mobile,utilities,218.0,1,completed,ny,checking,paid_search,low_risk
T003397,U0140,2024-07-02,2024,2024-07,employer direct deposit,income,3600.0,0,completed,az,checking,influencer,medium_risk
T003398,U0255,2023-11-17,2023,2023-11,apple store,shopping,285.35,1,completed,az,checking,organic,low_risk
T003399,U0054,2024-12-21,2024,2024-12,paypal,transfer,1387.65,1,completed,ma,checking,paid_search,low_risk
T003400,U0109,2023-12-14,2023,2023-12,starbucks,food & dining,458.75,1,completed,ma,checking,referral,medium_risk
T003401,U0409,2024-07-14,2024,2024-07,netflix,entertainment,489.59,1,completed,az,savings,influencer,low_risk
T003402,U0063,2024-08-18,2024,2024-08,marriott,travel,240.84,1,completed,az,premium,paid_social,low_risk
T003403,U0361,2023-11-15,2023,2023-11,zocdoc,healthcare,433.38,1,completed,co,checking,paid_search,low_risk
T003404,U0095,2024-05-03,2024,2024-05,airbnb,travel,82.93,1,completed,il,premium,paid_social,medium_risk
T003405,U0169,2023-10-29,2023,2023-10,espn+,entertainment,269.25,1,completed,fl,checking,influencer,medium_risk
T003406,U0118,2024-11-09,2024,2024-11,spotify,entertainment,472.87,1,completed,tx,premium,referral,medium_risk
T003407,U0191,2023-10-13,2023,2023-10,walmart,shopping,244.66,1,completed,ma,premium,organic,medium_risk
T003408,U0240,2024-06-21,2024,2024-06,spotify,entertainment,374.39,1,completed,ma,premium,paid_social,low_risk
