transaction_id,user_id,date,merchant,category,amount,is_debit,status
T001442,U0345,2024-06-04,Venmo Transfer,Income,7527.09,0,completed
T001443,U0446,2024-12-02,Bank Transfer,Transfer,1995.95,1,completed
T001444,U0322,2023-01-15,Nike,Shopping,308.91,1,pending
T001445,U0403,2024-12-20,DoorDash,Food & Dining,268.09,1,completed
T001446,U0222,2024-04-04,Uber Eats,Food & Dining,482.39,1,completed
T001447,U0004,2023-03-18,Spotify,Entertainment,184.79,1,completed
T001448,U0341,2024-03-08,Comcast,Utilities,248.76,1,completed
T001449,U0054,2024-11-26,Walmart,Shopping,126.38,1,completed
T001450,U0398,2023-11-03,Walmart,Shopping,242.6,1,completed
T001451,U0384,2024-02-08,Uber Eats,Food & Dining,110.3,1,completed
T001452,U0257,2024-09-24,DoorDash,Food & Dining,424.48,1,completed
T001453,U0034,2024-04-16,Uber Eats,Food & Dining,165.62,1,completed
T001454,U0286,2023-07-10,Chipotle,Food & Dining,202.23,1,completed
T001455,U0028,2023-07-22,Freelance Payment,Income,1593.21,0,completed
T001456,U0257,2023-05-07,Lyft,Travel,456.73,1,completed
T001457,U0220,2024-04-26,Walgreens,Healthcare,198.89,1,completed
T001458,U0113,2024-07-03,Employer Direct Deposit,Income,6680.81,0,completed
T001459,U0453,2023-06-15,Cash App,Transfer,296.95,1,completed
T001460,U0099,2024-12-27,Chipotle,Food & Dining,100.84,1,completed
T001461,U0456,2024-02-09,McDonalds,Food & Dining,211.69,1,completed
T001462,U0396,2024-11-13,McDonalds,Food & Dining,101.1,1,completed
T001463,U0395,2024-03-07,CVS Pharmacy,Healthcare,245.56,1,completed
T001464,U0119,2024-02-14,Uber,Travel,251.93,1,pending
T001465,U0418,2023-04-23,Employer Direct Deposit,Income,7703.75,0,completed
T001466,U0198,2023-12-19,Airbnb,Travel,251.0,1,completed
T001467,U0087,2024-11-25,Netflix,Entertainment,415.26,1,completed
T001468,U0123,2024-05-06,DoorDash,Food & Dining,146.15,1,completed
T001469,U0041,2024-09-24,Employer Direct Deposit,Income,2067.47,0,completed
T001470,U0093,2023-04-28,Steam,Entertainment,432.36,1,failed
T001471,U0404,2023-07-23,AMC Theatres,Entertainment,238.0,1,completed
T001472,U0253,2024-09-17,Apple Store,Shopping,92.23,1,failed
T001473,U0217,2023-05-04,Airbnb,Travel,67.88,1,completed
T001474,U0231,2024-03-12,Spotify,Entertainment,10.8,1,completed
T001475,U0453,2024-02-22,DoorDash,Food & Dining,263.44,1,completed
T001476,U0331,2023-12-11,Spotify,Entertainment,214.19,1,completed
T001477,U0003,2023-02-22,Venmo Transfer,Income,3130.03,0,completed
T001478,U0037,2024-12-29,ZocDoc,Healthcare,210.2,1,completed
T001479,U0110,2023-02-11,McDonalds,Food & Dining,2.27,1,completed
T001480,U0033,2023-10-20,AT&T,Utilities,237.08,1,pending
T001481,U0161,2023-07-09,Nike,Shopping,127.63,1,completed
T001482,U0329,2023-04-25,Con Edison,Utilities,50.25,1,completed
T001483,U0431,2024-01-05,Uber,Travel,371.16,1,completed
T001484,U0489,2024-10-27,AT&T,Utilities,139.42,1,completed
T001485,U0067,2023-05-14,Amazon,Shopping,315.52,1,completed
T001486,U0009,2024-11-01,Uber Eats,Food & Dining,409.07,1,completed
T001487,U0122,2023-03-18,Venmo,Transfer,1884.8,1,completed
T001488,U0277,2023-07-26,One Medical,Healthcare,267.71,1,completed
T001489,U0276,2024-03-04,Airbnb,Travel,276.15,1,completed
T001490,U0326,2024-04-04,Con Edison,Utilities,315.67,1,completed
T001491,U0393,2024-05-09,Employer Direct Deposit,Income,3933.03,0,pending
T001492,U0366,2024-09-05,McDonalds,Food & Dining,138.53,1,pending
T001493,U0360,2024-08-02,CVS Pharmacy,Healthcare,32.28,1,failed
T001494,U0223,2024-05-21,AMC Theatres,Entertainment,342.98,1,completed
T001495,U0406,2024-03-24,Target,Shopping,375.86,1,completed
T001496,U0379,2024-09-13,Freelance Payment,Income,2900.46,0,completed
T001497,U0012,2023-08-12,Marriott,Travel,296.87,1,completed
T001498,U0337,2024-12-25,Bank Transfer,Transfer,1446.75,1,completed
T001499,U0464,2024-12-26,Steam,Entertainment,135.72,1,completed
T001500,U0388,2024-06-30,Netflix,Entertainment,120.63,1,completed
T001501,U0455,2023-05-17,Uber,Travel,136.68,1,completed
T001502,U0329,2024-07-01,Spotify,Entertainment,59.86,1,completed
T001503,U0012,2023-03-27,Con Edison,Utilities,473.32,1,completed
T001504,U0360,2024-02-23,Walgreens,Healthcare,449.37,1,completed
T001505,U0112,2023-12-31,Starbucks,Food & Dining,111.2,1,pending
T001506,U0337,2023-01-17,Uber,Travel,269.62,1,failed
T001507,U0313,2024-10-31,Nike,Shopping,130.16,1,completed
T001508,U0014,2023-08-14,AMC Theatres,Entertainment,163.48,1,completed
T001509,U0374,2024-04-01,Employer Direct Deposit,Income,2622.06,0,completed
T001510,U0137,2024-05-05,AT&T,Utilities,48.66,1,completed
T001511,U0189,2023-07-13,Airbnb,Travel,285.69,1,pending
T001512,U0035,2023-01-22,Uber,Travel,156.46,1,completed
T001513,U0489,2024-09-14,Venmo Transfer,Income,2314.94,0,completed
T001514,U0268,2024-04-10,Employer Direct Deposit,Income,7363.92,0,failed
T001515,U0187,2023-05-21,Apple Store,Shopping,363.93,1,completed
T001516,U0361,2024-01-29,Nike,Shopping,12.32,1,completed
T001517,U0035,2023-09-12,McDonalds,Food & Dining,385.52,1,completed
T001518,U0118,2023-04-19,Starbucks,Food & Dining,272.1,1,completed
T001519,U0196,2023-05-23,Target,Shopping,241.25,1,completed
T001520,U0226,2023-11-11,PayPal,Transfer,676.88,1,completed
T001521,U0262,2024-12-09,Uber Eats,Food & Dining,135.19,1,completed
T001522,U0236,2023-04-16,Starbucks,Food & Dining,273.23,1,completed
T001523,U0133,2023-01-02,Employer Direct Deposit,Income,7385.17,0,completed
T001524,U0155,2023-05-31,Freelance Payment,Income,3473.17,0,completed
T001525,U0450,2023-04-26,Venmo Transfer,Income,4442.74,0,failed
T001526,U0240,2023-10-16,Netflix,Entertainment,179.94,1,completed
T001527,U0167,2023-03-28,Walmart,Shopping,448.0,1,completed
T001528,U0180,2024-06-27,Lyft,Travel,168.75,1,completed
T001529,U0358,2024-11-14,Employer Direct Deposit,Income,5810.13,0,completed
T001530,U0197,2023-04-17,ZocDoc,Healthcare,137.0,1,completed
T001531,U0434,2024-12-29,Con Edison,Utilities,399.74,1,completed
T001532,U0183,2023-11-24,Airbnb,Travel,75.59,1,completed
T001533,U0273,2023-04-26,Venmo,Transfer,1164.13,1,pending
T001534,U0154,2023-04-03,Walgreens,Healthcare,162.88,1,completed
T001535,U0031,2023-11-23,Freelance Payment,Income,4459.45,0,completed
T001536,U0033,2024-10-13,Venmo Transfer,Income,3334.26,0,completed
T001537,U0170,2024-03-04,AMC Theatres,Entertainment,275.57,1,completed
T001538,U0184,2024-07-03,Bank Transfer,Transfer,1646.38,1,completed
T001539,U0161,2024-08-14,Venmo Transfer,Income,6436.15,0,completed
T001540,U0433,2023-08-29,Netflix,Entertainment,182.13,1,completed
T001541,U0405,2024-07-25,Chipotle,Food & Dining,238.02,1,completed
T001542,U0396,2023-12-24,Amazon,Shopping,181.71,1,completed
T001543,U0451,2024-04-16,Uber,Travel,73.78,1,completed
T001544,U0300,2023-08-04,Employer Direct Deposit,Income,6794.75,0,completed
T001545,U0439,2024-12-13,Delta Airlines,Travel,352.57,1,completed
T001546,U0037,2024-01-16,DoorDash,Food & Dining,28.93,1,completed
T001547,U0379,2024-08-31,Nike,Shopping,435.5,1,completed
T001548,U0220,2023-03-22,AT&T,Utilities,124.03,1,completed
T001549,U0068,2023-07-06,Employer Direct Deposit,Income,4288.35,0,completed
T001550,U0448,2024-02-26,One Medical,Healthcare,361.83,1,completed
T001551,U0054,2023-04-24,Chipotle,Food & Dining,79.63,1,completed
T001552,U0478,2023-06-27,Uber Eats,Food & Dining,252.64,1,completed
T001553,U0411,2024-04-10,Venmo Transfer,Income,4879.09,0,completed
T001554,U0336,2024-03-09,Walgreens,Healthcare,465.86,1,completed
T001555,U0174,2024-01-22,Apple Store,Shopping,489.01,1,completed
T001556,U0500,2024-09-25,AMC Theatres,Entertainment,29.89,1,completed
T001557,U0433,2024-05-03,Nike,Shopping,157.97,1,completed
T001558,U0426,2023-02-25,Employer Direct Deposit,Income,6623.37,0,completed
T001559,U0333,2023-04-22,Steam,Entertainment,53.99,1,completed
T001560,U0243,2023-09-03,Comcast,Utilities,142.54,1,completed
T001561,U0137,2024-09-03,Target,Shopping,7.47,1,pending
T001562,U0424,2023-07-26,ESPN+,Entertainment,319.92,1,completed
T001563,U0112,2024-08-06,CVS Pharmacy,Healthcare,283.27,1,completed
T001564,U0047,2023-02-19,Venmo,Transfer,642.87,1,pending
T001565,U0192,2023-10-17,Chipotle,Food & Dining,479.45,1,completed
T001566,U0398,2023-12-31,National Grid,Utilities,486.98,1,completed
T001567,U0302,2024-02-22,Walmart,Shopping,448.46,1,completed
T001568,U0061,2024-08-24,Delta Airlines,Travel,398.44,1,completed
T001569,U0402,2023-06-15,Chipotle,Food & Dining,77.47,1,completed
T001570,U0279,2023-08-09,Target,Shopping,404.12,1,completed
T001571,U0390,2024-06-12,Marriott,Travel,496.15,1,completed
T001572,U0407,2023-05-15,National Grid,Utilities,170.83,1,completed
T001573,U0426,2024-12-30,Employer Direct Deposit,Income,6419.23,0,completed
T001574,U0428,2024-09-13,ESPN+,Entertainment,39.35,1,completed
T001575,U0460,2023-01-16,Venmo,Transfer,302.39,1,completed
T001576,U0086,2023-04-07,Nike,Shopping,228.49,1,completed
T001577,U0120,2023-03-11,Walgreens,Healthcare,141.5,1,completed
T001578,U0168,2023-07-03,Amazon,Shopping,355.91,1,completed
T001579,U0157,2024-03-28,Zelle,Transfer,1307.58,1,completed
T001580,U0494,2024-05-14,Apple Store,Shopping,21.72,1,completed
T001581,U0384,2024-09-26,Freelance Payment,Income,7419.98,0,completed
T001582,U0089,2024-10-01,T-Mobile,Utilities,476.12,1,completed
T001583,U0013,2024-04-05,Venmo Transfer,Income,2839.79,0,completed
T001584,U0075,2024-10-21,Uber Eats,Food & Dining,30.42,1,completed
T001585,U0022,2023-04-18,McDonalds,Food & Dining,146.75,1,completed
T001586,U0304,2023-08-17,Employer Direct Deposit,Income,3717.56,0,completed
T001587,U0078,2024-04-22,Walmart,Shopping,235.31,1,completed
T001588,U0367,2023-03-29,Venmo,Transfer,376.94,1,completed
T001589,U0133,2023-07-24,Freelance Payment,Income,3810.64,0,completed
T001590,U0198,2024-05-12,T-Mobile,Utilities,107.89,1,completed
T001591,U0473,2024-04-10,Walmart,Shopping,21.06,1,completed
T001592,U0246,2024-10-17,PayPal,Transfer,442.67,1,completed
T001593,U0192,2024-01-06,Employer Direct Deposit,Income,6526.91,0,failed
T001594,U0092,2023-08-05,Netflix,Entertainment,434.27,1,pending
T001595,U0276,2023-09-16,Freelance Payment,Income,5449.81,0,completed
T001596,U0438,2024-02-19,Walmart,Shopping,42.69,1,completed
T001597,U0160,2024-06-21,Cash App,Transfer,443.93,1,completed
T001598,U0161,2023-04-05,Delta Airlines,Travel,447.69,1,completed
T001599,U0064,2023-07-23,Walgreens,Healthcare,175.94,1,completed
T001600,U0352,2024-12-06,Bank Transfer,Transfer,1572.04,1,pending
T001601,U0326,2024-12-10,Freelance Payment,Income,4992.22,0,completed
T001602,U0318,2024-11-14,Netflix,Entertainment,290.09,1,completed
T001603,U0095,2023-06-04,Comcast,Utilities,448.46,1,pending
T001604,U0308,2023-04-27,Zelle,Transfer,1588.19,1,completed
T001605,U0372,2023-01-04,Cigna,Healthcare,494.14,1,pending
T001606,U0289,2024-10-16,Lyft,Travel,484.79,1,completed
T001607,U0370,2024-03-06,Spotify,Entertainment,348.83,1,completed
T001608,U0444,2023-12-23,Employer Direct Deposit,Income,2468.34,0,completed
T001609,U0160,2024-01-08,Chipotle,Food & Dining,10.06,1,completed
T001610,U0465,2024-10-26,Nike,Shopping,499.53,1,completed
T001611,U0210,2024-07-09,Con Edison,Utilities,214.07,1,failed
T001612,U0368,2023-06-30,Comcast,Utilities,230.49,1,completed
T001613,U0034,2024-03-22,Marriott,Travel,192.02,1,completed
T001614,U0016,2023-10-18,Venmo Transfer,Income,5914.65,0,pending
T001615,U0286,2023-04-17,Amazon,Shopping,46.64,1,completed
T001616,U0164,2024-05-23,Employer Direct Deposit,Income,6249.61,0,completed
T001617,U0111,2024-05-30,Nike,Shopping,291.45,1,completed
T001618,U0130,2023-08-05,One Medical,Healthcare,112.99,1,completed
T001619,U0482,2023-07-20,Employer Direct Deposit,Income,6994.4,0,pending
T001620,U0355,2024-02-27,National Grid,Utilities,454.18,1,completed
T001621,U0255,2024-01-19,Employer Direct Deposit,Income,6475.37,0,completed
T001622,U0083,2023-11-11,ZocDoc,Healthcare,419.57,1,completed
T001623,U0135,2023-09-05,Venmo Transfer,Income,1029.1,0,pending
T001624,U0046,2023-01-27,Starbucks,Food & Dining,78.38,1,completed
T001625,U0011,2023-06-24,Con Edison,Utilities,479.66,1,failed
T001626,U0489,2024-02-05,ESPN+,Entertainment,97.94,1,completed
T001627,U0197,2024-03-15,Uber Eats,Food & Dining,66.18,1,completed
T001628,U0491,2023-11-22,Lyft,Travel,259.6,1,completed
T001629,U0155,2024-05-31,Target,Shopping,60.95,1,completed
T001630,U0428,2023-09-24,Venmo Transfer,Income,6861.37,0,completed
T001631,U0260,2023-04-06,AT&T,Utilities,48.45,1,completed
T001632,U0135,2024-09-24,Delta Airlines,Travel,354.37,1,pending
T001633,U0457,2024-01-27,Apple Store,Shopping,14.59,1,completed
T001634,U0026,2023-07-11,Zelle,Transfer,494.65,1,completed
T001635,U0421,2024-07-02,Walgreens,Healthcare,420.55,1,completed
T001636,U0350,2024-11-06,Freelance Payment,Income,1362.24,0,completed
T001637,U0465,2024-10-15,Delta Airlines,Travel,492.43,1,completed
T001638,U0036,2024-09-02,Nike,Shopping,63.1,1,completed
T001639,U0286,2023-04-06,Walgreens,Healthcare,40.54,1,completed
T001640,U0170,2023-04-14,AMC Theatres,Entertainment,246.54,1,completed
T001641,U0052,2024-10-02,Nike,Shopping,40.0,1,completed
T001642,U0370,2024-10-10,Freelance Payment,Income,7358.12,0,completed
T001643,U0435,2023-01-11,Uber,Travel,452.01,1,completed
T001644,U0340,2023-12-18,Starbucks,Food & Dining,496.88,1,completed
T001645,U0020,2024-06-18,McDonalds,Food & Dining,371.37,1,pending
T001646,U0007,2023-01-31,ESPN+,Entertainment,268.91,1,completed
T001647,U0082,2024-01-09,Airbnb,Travel,59.16,1,completed
T001648,U0333,2023-08-14,AT&T,Utilities,43.55,1,completed
T001649,U0277,2023-10-08,Uber,Travel,241.82,1,pending
T001650,U0083,2024-10-29,T-Mobile,Utilities,148.57,1,completed
T001651,U0342,2024-06-08,Cash App,Transfer,1893.76,1,pending
T001652,U0410,2023-07-22,Walgreens,Healthcare,344.15,1,completed
T001653,U0321,2023-04-16,One Medical,Healthcare,292.66,1,completed
T001654,U0020,2023-07-30,Walgreens,Healthcare,476.97,1,completed
T001655,U0499,2024-09-02,Cash App,Transfer,1499.22,1,completed
T001656,U0024,2024-01-28,Apple Store,Shopping,215.8,1,completed
T001657,U0023,2024-04-05,Comcast,Utilities,85.29,1,completed
T001658,U0328,2024-02-24,Cigna,Healthcare,148.15,1,completed
T001659,U0133,2023-01-31,National Grid,Utilities,59.1,1,completed
T001660,U0313,2024-01-02,Employer Direct Deposit,Income,2717.23,0,completed
T001661,U0479,2023-05-29,Con Edison,Utilities,390.2,1,completed
T001662,U0038,2023-12-03,Comcast,Utilities,108.46,1,completed
T001663,U0305,2024-07-29,AT&T,Utilities,34.99,1,completed
T001664,U0496,2023-08-11,ESPN+,Entertainment,53.25,1,completed
T001665,U0121,2024-10-23,Apple Store,Shopping,212.03,1,completed
T001666,U0458,2023-07-22,Con Edison,Utilities,100.17,1,completed
T001667,U0209,2023-10-09,Venmo,Transfer,854.05,1,completed
T001668,U0386,2023-12-01,Marriott,Travel,296.4,1,completed
T001669,U0488,2023-01-19,Chipotle,Food & Dining,322.55,1,completed
T001670,U0301,2023-10-19,DoorDash,Food & Dining,67.27,1,pending
T001671,U0121,2024-06-24,Uber Eats,Food & Dining,21.48,1,completed
T001672,U0369,2023-04-08,Nike,Shopping,415.27,1,completed
T001673,U0115,2023-11-21,ZocDoc,Healthcare,377.34,1,completed
T001674,U0450,2024-09-19,National Grid,Utilities,25.44,1,completed
T001675,U0377,2024-10-18,Cash App,Transfer,1934.96,1,completed
T001676,U0459,2023-04-16,T-Mobile,Utilities,16.59,1,completed
T001677,U0107,2023-04-18,McDonalds,Food & Dining,496.78,1,completed
T001678,U0248,2023-06-24,Employer Direct Deposit,Income,1616.12,0,completed
T001679,U0246,2023-01-06,T-Mobile,Utilities,467.19,1,completed
T001680,U0420,2023-04-24,CVS Pharmacy,Healthcare,25.91,1,completed
T001681,U0433,2024-12-05,ZocDoc,Healthcare,307.15,1,completed
T001682,U0193,2023-05-22,Walgreens,Healthcare,292.56,1,completed
T001683,U0057,2024-08-21,AT&T,Utilities,444.12,1,pending
T001684,U0293,2024-04-02,Venmo Transfer,Income,5677.65,0,completed
T001685,U0204,2024-05-04,ESPN+,Entertainment,331.31,1,failed
T001686,U0355,2023-08-20,National Grid,Utilities,47.72,1,completed
T001687,U0483,2024-07-25,Walmart,Shopping,418.1,1,completed
T001688,U0062,2023-03-18,Netflix,Entertainment,485.94,1,completed
T001689,U0045,2024-04-24,McDonalds,Food & Dining,409.62,1,completed
T001690,U0387,2023-08-02,Walmart,Shopping,407.37,1,completed
T001691,U0124,2024-12-26,Con Edison,Utilities,228.1,1,completed
T001692,U0139,2023-08-13,Target,Shopping,458.52,1,completed
T001693,U0397,2024-06-09,Bank Transfer,Transfer,421.98,1,completed
T001694,U0427,2024-03-09,Walmart,Shopping,83.77,1,completed
T001695,U0058,2024-04-17,Target,Shopping,438.35,1,completed
T001696,U0010,2024-04-16,Netflix,Entertainment,95.14,1,completed
T001697,U0235,2023-09-29,Zelle,Transfer,254.29,1,completed
T001698,U0213,2023-08-06,National Grid,Utilities,77.01,1,completed
T001699,U0218,2024-03-27,Comcast,Utilities,137.75,1,completed
T001700,U0339,2024-03-08,Venmo Transfer,Income,2357.52,0,completed
T001701,U0462,2023-10-10,Marriott,Travel,265.72,1,completed
T001702,U0336,2024-11-28,Employer Direct Deposit,Income,1349.1,0,completed
T001703,U0309,2023-04-28,Target,Shopping,28.46,1,completed
T001704,U0039,2023-03-09,Walgreens,Healthcare,267.0,1,completed
T001705,U0293,2024-02-07,Freelance Payment,Income,1709.13,0,completed
T001706,U0015,2023-07-30,One Medical,Healthcare,87.17,1,completed
T001707,U0262,2023-10-22,Cigna,Healthcare,367.47,1,completed
T001708,U0079,2024-12-05,Zelle,Transfer,492.47,1,completed
T001709,U0003,2023-07-11,Target,Shopping,167.41,1,completed
T001710,U0127,2024-03-14,DoorDash,Food & Dining,168.36,1,completed
T001711,U0317,2023-06-24,CVS Pharmacy,Healthcare,340.24,1,completed
T001712,U0345,2024-08-20,National Grid,Utilities,2.5,1,completed
T001713,U0318,2023-02-16,Venmo,Transfer,1641.47,1,completed
T001714,U0327,2024-06-21,Walgreens,Healthcare,252.57,1,completed
T001715,U0479,2023-11-08,Amazon,Shopping,402.34,1,completed
T001716,U0134,2024-07-12,Zelle,Transfer,529.53,1,completed
T001717,U0196,2023-01-14,National Grid,Utilities,414.22,1,completed
T001718,U0355,2024-11-10,T-Mobile,Utilities,428.76,1,pending
T001719,U0278,2023-10-04,Venmo,Transfer,1377.85,1,completed
T001720,U0487,2024-02-25,McDonalds,Food & Dining,428.42,1,completed
T001721,U0310,2024-05-24,Uber,Travel,17.39,1,completed
T001722,U0015,2023-07-31,Freelance Payment,Income,6210.56,0,completed
T001723,U0294,2023-04-21,Venmo Transfer,Income,7758.17,0,completed
T001724,U0219,2023-06-29,Bank Transfer,Transfer,545.31,1,completed
T001725,U0360,2024-08-26,National Grid,Utilities,209.81,1,failed
T001726,U0427,2023-02-12,Walgreens,Healthcare,290.6,1,completed
T001727,U0316,2024-04-10,Nike,Shopping,284.2,1,completed
T001728,U0463,2023-04-23,Con Edison,Utilities,484.8,1,completed
T001729,U0440,2024-11-28,Lyft,Travel,76.81,1,pending
T001730,U0129,2024-05-13,Uber,Travel,145.55,1,completed
T001731,U0165,2023-02-11,DoorDash,Food & Dining,110.23,1,completed
T001732,U0139,2024-05-15,Amazon,Shopping,154.3,1,completed
T001733,U0294,2023-09-15,Starbucks,Food & Dining,70.58,1,completed
T001734,U0417,2023-10-05,Delta Airlines,Travel,73.04,1,completed
T001735,U0245,2023-03-24,Venmo Transfer,Income,3035.61,0,completed
T001736,U0478,2024-11-25,AT&T,Utilities,319.25,1,completed
T001737,U0190,2023-11-06,Walmart,Shopping,299.33,1,completed
T001738,U0144,2023-11-27,Venmo Transfer,Income,6630.66,0,completed
T001739,U0110,2023-05-19,Steam,Entertainment,209.32,1,completed
T001740,U0035,2023-11-01,CVS Pharmacy,Healthcare,284.2,1,completed
T001741,U0408,2024-03-23,Lyft,Travel,49.83,1,completed
T001742,U0369,2024-12-02,T-Mobile,Utilities,356.87,1,completed
T001743,U0338,2024-03-06,Freelance Payment,Income,7730.13,0,completed
T001744,U0238,2023-04-01,DoorDash,Food & Dining,378.42,1,completed
T001745,U0316,2024-08-17,Walgreens,Healthcare,257.08,1,completed
T001746,U0122,2024-02-07,CVS Pharmacy,Healthcare,64.72,1,completed
T001747,U0051,2024-04-16,Bank Transfer,Transfer,1681.61,1,completed
T001748,U0437,2023-12-08,CVS Pharmacy,Healthcare,297.98,1,completed
T001749,U0344,2023-03-04,Zelle,Transfer,260.46,1,completed
T001750,U0220,2024-06-12,McDonalds,Food & Dining,73.79,1,completed
T001751,U0317,2023-08-17,PayPal,Transfer,1792.2,1,completed
T001752,U0321,2024-10-05,Uber,Travel,156.82,1,failed
T001753,U0019,2024-09-30,DoorDash,Food & Dining,344.51,1,completed
T001754,U0304,2024-09-10,McDonalds,Food & Dining,440.19,1,completed
T001755,U0206,2023-04-17,Spotify,Entertainment,237.92,1,completed
T001756,U0440,2023-02-26,Cash App,Transfer,1853.57,1,completed
T001757,U0113,2023-08-29,PayPal,Transfer,1686.61,1,completed
T001758,U0151,2023-05-07,Bank Transfer,Transfer,876.06,1,completed
T001759,U0417,2024-11-04,Airbnb,Travel,121.86,1,completed
T001760,U0385,2024-05-06,AMC Theatres,Entertainment,146.44,1,completed
T001761,U0490,2024-11-14,Zelle,Transfer,564.86,1,completed
T001762,U0441,2024-03-02,Nike,Shopping,407.12,1,completed
T001763,U0473,2023-05-04,One Medical,Healthcare,282.98,1,completed
T001764,U0180,2024-10-22,CVS Pharmacy,Healthcare,325.91,1,completed
T001765,U0263,2023-12-30,Venmo,Transfer,1926.34,1,completed
T001766,U0034,2023-01-10,Zelle,Transfer,1963.87,1,completed
T001767,U0347,2024-12-24,Steam,Entertainment,263.48,1,completed
T001768,U0154,2023-12-27,Airbnb,Travel,328.65,1,completed
T001769,U0143,2023-10-13,PayPal,Transfer,1574.22,1,completed
T001770,U0152,2024-10-22,Employer Direct Deposit,Income,4386.21,0,pending
T001771,U0163,2024-12-26,Marriott,Travel,463.85,1,completed
T001772,U0495,2024-12-15,Walgreens,Healthcare,163.39,1,pending
T001773,U0497,2024-09-24,T-Mobile,Utilities,415.28,1,completed
T001774,U0106,2023-08-26,McDonalds,Food & Dining,50.08,1,completed
T001775,U0306,2023-08-26,Zelle,Transfer,1963.03,1,completed
T001776,U0484,2023-06-28,Netflix,Entertainment,364.63,1,completed
T001777,U0119,2023-03-05,Employer Direct Deposit,Income,5283.33,0,completed
T001778,U0317,2024-01-19,Nike,Shopping,304.05,1,completed
T001779,U0290,2023-04-21,Uber,Travel,349.97,1,completed
T001780,U0308,2023-09-16,Spotify,Entertainment,246.57,1,completed
T001781,U0291,2023-06-15,Spotify,Entertainment,218.16,1,completed
T001782,U0398,2024-08-19,Netflix,Entertainment,14.07,1,pending
T001783,U0174,2023-02-04,Target,Shopping,405.38,1,completed
T001784,U0269,2024-08-04,National Grid,Utilities,274.2,1,completed
T001785,U0424,2024-05-23,Marriott,Travel,96.69,1,completed
T001786,U0162,2023-12-27,Bank Transfer,Transfer,725.84,1,completed
T001787,U0446,2024-03-25,Delta Airlines,Travel,214.9,1,completed
T001788,U0267,2023-03-22,Apple Store,Shopping,65.34,1,completed
T001789,U0064,2024-05-25,Amazon,Shopping,116.83,1,completed
T001790,U0032,2023-08-18,Comcast,Utilities,411.02,1,completed
T001791,U0157,2024-12-21,One Medical,Healthcare,180.24,1,completed
T001792,U0212,2023-03-18,Uber,Travel,268.14,1,completed
T001793,U0296,2024-09-25,One Medical,Healthcare,30.21,1,completed
T001794,U0235,2024-04-27,Apple Store,Shopping,468.59,1,failed
T001795,U0196,2023-12-13,Starbucks,Food & Dining,211.86,1,completed
T001796,U0426,2023-07-29,McDonalds,Food & Dining,274.45,1,completed
T001797,U0295,2024-05-20,McDonalds,Food & Dining,38.31,1,pending
T001798,U0032,2023-03-14,Chipotle,Food & Dining,475.05,1,completed
T001799,U0493,2024-05-05,Apple Store,Shopping,473.41,1,completed
T001800,U0041,2023-02-06,Starbucks,Food & Dining,249.31,1,completed
T001801,U0373,2024-05-04,National Grid,Utilities,153.1,1,completed
T001802,U0247,2023-02-26,Netflix,Entertainment,15.12,1,completed
T001803,U0382,2024-09-14,ESPN+,Entertainment,430.43,1,completed
T001804,U0420,2024-05-08,Uber Eats,Food & Dining,27.97,1,completed
T001805,U0151,2024-12-19,Lyft,Travel,214.56,1,completed
T001806,U0352,2024-09-22,Venmo,Transfer,1965.42,1,completed
T001807,U0214,2024-03-23,Steam,Entertainment,459.2,1,completed
T001808,U0013,2023-01-11,Apple Store,Shopping,115.11,1,completed
T001809,U0326,2023-09-13,Starbucks,Food & Dining,406.69,1,completed
T001810,U0151,2023-07-04,Lyft,Travel,142.73,1,completed
T001811,U0140,2023-05-13,Steam,Entertainment,303.85,1,completed
T001812,U0254,2023-03-20,Amazon,Shopping,126.6,1,completed
T001813,U0331,2023-08-14,Zelle,Transfer,898.21,1,completed
T001814,U0386,2023-10-27,T-Mobile,Utilities,434.75,1,completed
T001815,U0205,2024-12-15,ZocDoc,Healthcare,271.63,1,completed
T001816,U0389,2024-12-23,National Grid,Utilities,475.38,1,completed
T001817,U0054,2023-05-21,Target,Shopping,421.03,1,completed
T001818,U0353,2023-08-04,Cigna,Healthcare,63.13,1,completed
T001819,U0355,2023-08-29,Delta Airlines,Travel,349.77,1,completed
T001820,U0450,2023-01-22,Venmo,Transfer,1007.84,1,completed
T001821,U0216,2024-01-29,Cigna,Healthcare,151.61,1,pending
T001822,U0272,2024-09-16,Chipotle,Food & Dining,193.2,1,completed
T001823,U0099,2024-03-30,Freelance Payment,Income,1310.91,0,completed
T001824,U0099,2024-06-29,Lyft,Travel,28.03,1,completed
T001825,U0348,2024-09-15,Comcast,Utilities,377.73,1,completed
T001826,U0305,2023-08-10,Cigna,Healthcare,379.11,1,completed
T001827,U0045,2023-02-28,Freelance Payment,Income,6651.78,0,completed
T001828,U0138,2024-04-19,Cigna,Healthcare,213.07,1,completed
T001829,U0069,2024-01-26,Walgreens,Healthcare,234.73,1,failed
T001830,U0200,2023-01-16,Spotify,Entertainment,141.79,1,completed
T001831,U0485,2023-09-13,CVS Pharmacy,Healthcare,386.13,1,completed
T001832,U0347,2024-09-22,Employer Direct Deposit,Income,2919.89,0,completed
T001833,U0228,2023-01-13,Cigna,Healthcare,63.9,1,completed
T001834,U0473,2023-07-03,Con Edison,Utilities,223.02,1,completed
